,Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1 xT,Shots Faced per 1 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date,Result,Pts,Win,Draw,Loss,Field Tilt - Possession,xT Difference,xPts,Pts-xPts,xG per 1 xT,Open Play xG per 1 xT,xGA per 1 xT Against,Open Play xGA per 1 xT Against
24,Karlsruher SC,1.69,1.49,0.2,1.65,1.37,0.28,0.04,0.12,-0.08,1.69,1.49,0.2,4,1,3,2.8,45.9,43.18,44.25,0.41,0.42,167,7,13,16,31.71,38.1,13.87,6,7,13,5,18,63.3,36.44,65.27,52.16,96.13,64.1,0,Greuther Fürth 1-4 Karlsruher SC,2025-10-24,W,3,1,0,0,-2.719999999999999,-0.010000000000000009,1.64,1.36,4.121951219512195,4.024390243902439,3.547619047619048,3.2619047619047623
25,Karlsruher SC,2.55,1.13,1.42,1.92,1.13,0.79,0.63,0,0.63,2.55,1.13,1.42,2,3,-1,-2.42,62.1,61.63,47.83,1.36,0.42,246,24,18,12,13.24,28.57,7.29,3,4,24,7,17,140.7,78.56,12.93,12.79,78.7,43.12,0,Karlsruher SC 2-3 Kaiserslautern,2025-10-18,L,0,0,0,1,-0.46999999999999886,0.9400000000000002,2.33,-2.33,1.8749999999999998,1.4117647058823528,2.6904761904761902,2.6904761904761902
26,Karlsruher SC,2.87,2.13,0.74,2.54,2.05,0.49,0.33,0.08,0.25,2.87,2.13,0.74,3,3,0,-0.74,44.5,49.32,47.83,0.93,1.09,184,25,22,13,23.66,11.93,14.33,4,2,18,7,12,157.4,65.1,57.27,71.28,184.6,78.89,1,Dynamo Dresden 3-3 Karlsruher SC,2025-10-04,D,1,0,1,0,4.82,-0.16000000000000003,1.84,-0.84,3.086021505376344,2.7311827956989245,1.9541284403669723,1.880733944954128
27,Karlsruher SC,1.6,2.35,-0.75,1.43,2.05,-0.62,0.18,0.3,-0.12,1.6,2.35,-0.75,1,0,1,1.75,48.7,50.76,48.25,0.97,1.04,206,18,16,21,16.49,20.19,10.94,5,3,22,8,10,100.2,52.99,37.67,58.61,97.73,56.56,0,Karlsruher SC 1-0 Magdeburg,2025-09-27,W,3,1,0,0,2.059999999999995,-0.07000000000000006,1.07,1.93,1.6494845360824744,1.4742268041237112,2.2596153846153846,1.9711538461538458
28,Karlsruher SC,1.6,1.95,-0.35,1.3,1.03,0.27,0.3,0.16,0.14,1.6,1.19,0.41,0,3,-3,-2.65,54,69.85,48.47,0.6,0.27,273,19,13,11,21.67,40.74,12.82,3,4,23,5,15,147.6,79.96,70.4,50.87,108.77,55.1,0,Holstein Kiel 3-0 Karlsruher SC,2025-09-21,L,0,0,0,1,15.849999999999994,0.32999999999999996,1.27,-1.27,2.666666666666667,2.166666666666667,7.222222222222221,3.814814814814815
29,Karlsruher SC,0.89,2.73,-1.84,0.58,1.92,-1.34,0.31,0.81,-0.5,0.89,2.73,-1.84,2,1,1,2.84,40.8,38.29,42.61,0.78,1.48,135,17,10,24,12.82,16.22,17.33,7,4,20,6,8,51.3,21.65,72.67,76.54,65.17,30.73,2,Karlsruher SC 2-1 Nürnberg,2025-09-13,W,3,1,0,0,-2.509999999999998,-0.7,0.46,2.54,1.141025641025641,0.7435897435897435,1.8445945945945945,1.2972972972972974
30,Karlsruher SC,0.54,1.35,-0.81,0.47,1.35,-0.88,0.07,0,0.07,0.54,1.35,-0.81,0,0,0,0.81,48.2,50.65,46.45,0.34,0.78,210,13,9,16,26.47,20.51,15.73,4,1,17,2,10,81.8,40.62,67.93,61.17,84.83,46.44,1,Fortuna Düsseldorf 0-0 Karlsruher SC,2025-08-30,D,1,0,1,0,2.4499999999999957,-0.44,0.59,0.41,1.588235294117647,1.3823529411764703,1.7307692307692308,1.7307692307692308
31,Karlsruher SC,1.33,0.72,0.61,1.25,0.7,0.55,0.09,0.02,0.07,1.33,0.72,0.61,2,0,2,1.39,41.9,44.17,44.45,0.34,0.29,140,11,9,9,26.47,31.03,9.76,6,2,18,5,23,67.5,42.48,103.73,91.75,165.37,77.55,0,Karlsruher SC 2-0 Eintracht Braunschweig,2025-08-23,W,3,1,0,0,2.270000000000003,0.050000000000000044,2.16,0.84,3.911764705882353,3.676470588235294,2.4827586206896552,2.413793103448276
32,Karlsruher SC,1.3,0.95,0.35,1.14,0.49,0.65,0.16,0.46,-0.3,1.3,0.95,0.35,0,0,0,-0.35,49.5,58.33,46.47,0.59,0.35,199,14,19,15,32.2,42.86,18.32,4,3,29,10,11,135.3,64.83,44.2,49.44,145.5,63.23,1,Hertha BSC 0-0 Karlsruher SC,2025-08-10,D,1,0,1,0,8.829999999999998,0.24,1.85,-0.85,2.203389830508475,1.9322033898305084,2.7142857142857144,1.4000000000000001
33,Karlsruher SC,2.06,1.34,0.72,1.46,1.34,0.12,0.6,0,0.6,2.06,1.34,0.72,3,2,1,0.28,33.2,58.45,50.75,0.56,0.38,191,11,13,11,23.21,28.95,12.35,9,0,23,6,18,87,54.75,191.4,90.85,246.43,89.21,0,Karlsruher SC 3-2 Preußen Münster,2025-08-02,W,3,1,0,0,25.25,0.18000000000000005,1.98,1.02,3.6785714285714284,2.6071428571428568,3.5263157894736845,3.5263157894736845
