,Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1 xT,Shots Faced per 1 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date,Result,Pts,Win,Draw,Loss,Field Tilt - Possession,xT Difference,xPts,Pts-xPts,xG per 1 xT,Open Play xG per 1 xT,xGA per 1 xT Against,Open Play xGA per 1 xT Against
20,Eintracht Braunschweig,1.85,0.58,1.27,1.85,0.34,1.51,0,0.24,-0.24,1.85,0.58,1.27,2,0,2,0.73,33.5,45.35,47.7,0.78,0.54,129,12,17,10,21.79,18.52,9.19,8,5,18,5,16,74.3,53.53,94.67,95.49,168.67,83.87,1,Eintracht Braunschweig 2-0 Kaiserslautern,2025-11-29,W,3,1,0,0,11.850000000000001,0.24,2.57,0.43,2.371794871794872,2.371794871794872,1.074074074074074,0.6296296296296297
21,Eintracht Braunschweig,2.85,0.94,1.91,1.91,0.72,1.19,0.94,0.22,0.72,2.85,0.94,1.91,0,1,-1,-2.91,48.1,48.08,46.43,0.97,1.29,206,16,15,15,15.46,11.63,9.62,11,4,19,5,12,78,41.4,76.93,70.06,93.53,49.02,3,Hertha BSC 1-0 Eintracht Braunschweig,2025-11-21,L,0,0,0,1,-0.020000000000003126,-0.32000000000000006,2.54,-2.54,2.9381443298969074,1.9690721649484535,0.7286821705426356,0.5581395348837209
22,Eintracht Braunschweig,3.06,2.62,0.44,1.41,1.52,-0.11,0.89,1.09,-0.2,2.3,2.62,-0.32,0,2,-2,-2.44,60.6,55.15,49.06,0.94,0.4,248,16,23,13,24.47,32.5,8.17,7,4,18,10,10,132.2,69.98,28.8,26.72,69.73,38.79,5,Eintracht Braunschweig 0-2 Bochum,2025-11-09,L,0,0,0,1,-5.450000000000003,0.5399999999999999,1.68,-1.68,3.2553191489361706,1.5,6.55,3.8
23,Eintracht Braunschweig,0.99,0.69,0.3,0.83,0.48,0.35,0.15,0.21,-0.06,0.99,0.69,0.3,1,2,-1,-1.3,52.5,67.53,51.22,0.39,0.38,275,9,12,5,30.77,13.16,11.74,5,4,29,9,13,117.7,86.04,67.4,61.61,121.5,82.75,4,Nürnberg 2-1 Eintracht Braunschweig,2025-11-01,L,0,0,0,1,15.030000000000001,0.010000000000000009,1.91,-1.91,2.5384615384615383,2.128205128205128,1.8157894736842104,1.263157894736842
24,Eintracht Braunschweig,0.63,2.5,-1.87,0.17,2.3,-2.13,0.45,0.21,0.24,0.63,2.5,-1.87,0,3,-3,-1.13,27.5,31.13,40.7,0.09,1.7,86,2,8,24,88.89,14.12,19.22,1,12,8,2,9,14.7,7.14,194.33,100,58.23,46.99,1,Eintracht Braunschweig 0-3 Hannover 96,2025-10-26,L,0,0,0,1,3.629999999999999,-1.6099999999999999,0.32,-0.32,7,1.888888888888889,1.4705882352941178,1.352941176470588
25,Eintracht Braunschweig,1.53,1.46,0.07,1.46,0.91,0.55,0.07,0.55,-0.48,1.53,1.46,0.07,2,1,1,0.93,34.7,34.69,47.48,0.53,0.73,136,11,14,14,26.42,19.18,18.31,3,4,9,2,10,48.2,22.85,145.13,95.95,137.9,77.82,4,Fortuna Düsseldorf 1-2 Eintracht Braunschweig,2025-10-17,W,3,1,0,0,-0.010000000000005116,-0.19999999999999996,1.55,1.45,2.8867924528301887,2.7547169811320753,2,1.2465753424657535
26,Eintracht Braunschweig,0.59,1.1,-0.51,0.33,1.08,-0.75,0.27,0.03,0.24,0.59,1.1,-0.51,1,2,-1,-0.49,46.7,47.94,43.04,0.38,0.8,181,7,8,16,21.05,20,13.14,3,3,8,4,16,58.6,38.45,83.53,66.16,66.77,42.87,1,Eintracht Braunschweig 1-2 Paderborn,2025-10-03,L,0,0,0,1,1.2399999999999949,-0.42000000000000004,0.83,-0.83,1.5526315789473684,0.868421052631579,1.375,1.35
27,Eintracht Braunschweig,1.34,1.78,-0.44,0.19,1.65,-1.46,1.15,0.14,1.01,1.34,1.78,-0.44,1,3,-2,-1.56,48.5,67.27,47.54,0.5,0.64,230,9,12,11,24,17.19,12.28,8,2,24,9,16,115.9,70.2,119.8,72.69,154.6,69.08,3,Preußen Münster 3-1 Eintracht Braunschweig,2025-09-28,L,0,0,0,1,18.769999999999996,-0.14,1.18,-1.18,2.68,0.38,2.78125,2.578125
28,Eintracht Braunschweig,1.16,3.22,-2.06,0.95,2.89,-1.94,0.21,0.33,-0.12,1.16,3.22,-2.06,1,4,-3,-0.94,41.7,48.51,46.26,0.45,0.59,153,11,10,22,22.22,37.29,12.21,5,4,14,4,13,69.2,34.36,101,80.54,92.13,44.22,2,Eintracht Braunschweig 1-4 Elversberg,2025-09-20,L,0,0,0,1,6.809999999999995,-0.13999999999999996,0.52,-0.52,2.5777777777777775,2.111111111111111,5.457627118644068,4.898305084745763
29,Eintracht Braunschweig,1.37,1.28,0.09,1.37,1.28,0.09,0,0,0,1.37,1.28,0.09,1,2,-1,-1.09,42.3,47.64,43.37,0.49,0.33,140,8,13,10,26.53,30.3,16.33,3,9,8,5,11,71.7,50.39,103.73,74.88,144.83,72.48,4,Darmstadt 98 2-1 Eintracht Braunschweig,2025-09-13,L,0,0,0,1,5.340000000000003,0.15999999999999998,1.58,-1.58,2.795918367346939,2.795918367346939,3.878787878787879,3.878787878787879
30,Eintracht Braunschweig,1.39,1.27,0.12,1.31,1.27,0.04,0.08,0,0.08,1.39,1.27,0.12,1,1,0,-0.12,30.9,31.18,46.49,0.1,0.9,127,8,8,13,80,14.44,11.77,7,3,7,3,16,33.2,13.81,118.8,96.22,74.47,36.36,3,Eintracht Braunschweig 1-1 Arminia Bielefeld,2025-08-30,D,1,0,1,0,0.28000000000000114,-0.8,1.6,-0.6,13.899999999999999,13.1,1.4111111111111112,1.4111111111111112
31,Eintracht Braunschweig,0.72,1.33,-0.61,0.7,1.25,-0.55,0.02,0.09,-0.07,0.72,1.33,-0.61,0,2,-2,-1.39,58.1,55.83,43.59,0.29,0.34,199,9,9,9,31.03,26.47,10.3,2,6,16,2,14,91.4,57.52,9.33,8.25,47.87,22.45,0,Karlsruher SC 2-0 Eintracht Braunschweig,2025-08-23,L,0,0,0,1,-2.270000000000003,-0.050000000000000044,0.84,-0.84,2.4827586206896552,2.413793103448276,3.911764705882353,3.676470588235294
32,Eintracht Braunschweig,2.11,1.71,0.4,0.92,1.52,-0.6,0.43,0.19,0.24,1.35,1.71,-0.36,3,2,1,0.6,39.8,43.48,46.35,0.54,1.26,142,9,9,20,16.67,15.87,15.85,5,3,14,3,11,40.3,27.45,73.8,86.49,71.7,52.59,2,Eintracht Braunschweig 3-2 Greuther Fürth,2025-08-09,W,3,1,0,0,3.6799999999999997,-0.72,1.74,1.26,3.907407407407407,1.7037037037037037,1.3571428571428572,1.2063492063492063
33,Eintracht Braunschweig,0.5,1.51,-1.01,0.49,1.11,-0.62,0.02,0.4,-0.38,0.5,1.51,-1.01,1,0,1,2.01,33.5,25.13,41.29,0.17,0.99,114,7,9,19,52.94,19.19,14.56,0,6,8,2,11,11.2,4.29,82.73,82.19,21.73,10.71,2,Magdeburg 0-1 Eintracht Braunschweig,2025-08-03,W,3,1,0,0,-8.370000000000001,-0.82,0.46,2.54,2.941176470588235,2.88235294117647,1.5252525252525253,1.1212121212121213
